Concept name,Concept categories,Concept literal,Language
"cantaloupe listeria outbreak","","cantaloupe listeria outbreak","en"
"cantaloupe listeria outbreak","","listeria tainted cantaloup","en"
"cantaloupe listeria outbreak","","listeria tainted cantaloupe","en"
"cuisinicity","","cuisinicity","en"
"justifiable reason","","justifiable reason","en"
"nutrient depletion","","nutrient depletion","en"
"soda size","","soda size","en"
"eimt","","eimt","en"
"eimt","","ethics institute of management & technology","en"
"eimt","","ethics institute of management and technology","en"
"macias","","macias","en"
"nestlé permit","","nestlé permit","en"
"strictness","","strictness","en"
"Motta","Brand; Nestle brand","Motta","en"
"Motta","Brand; Nestle brand","Nestle Motta","en"
"Motta","Brand; Nestle brand","Nestlé Motta","en"
"Mountain Blend","Brand; Nestle brand","Mountain Blend","en"
"Mountain Blend","Brand; Nestle brand","Nestle Mountain Blend","en"
"Mountain Blend","Brand; Nestle brand","Nestlé Mountain Blend","en"
"foodery","","foodery","en"
"foodery","","foodery rises","en"
"foodery","","fooderyrises","en"
"Denise Lee Yohn","","Denise Lee Yohn","en"
"Denise Lee Yohn","","Lee Yohn","en"
"corus","","corus","en"
"fake bordeaux","","fake bordeaux","en"
"gmo fight","","battle gmo","en"
"gmo fight","","combat gmo","en"
"gmo fight","","conflict gmo","en"
"gmo fight","","engagement gmo","en"
"gmo fight","","fight gmo","en"
"gmo fight","","fighting gmo","en"
"gmo fight","","gmo battle","en"
"gmo fight","","gmo combat","en"
"gmo fight","","gmo conflict","en"
"gmo fight","","gmo engagement","en"
"gmo fight","","gmo fight","en"
"gmo fight","","gmo fighting","en"
"widespread application","","widespread application","en"
"california firm","","california firm","en"
"daily staple","","daily staple","en"
"3d printed food","Food; Processed Food; PF instance (generic)","3d food","en"
"3d printed food","Food; Processed Food; PF instance (generic)","3d printed food","en"
"3d printed food","Food; Processed Food; PF instance (generic)","3dprintedfood","en"
"ag subsidy","","ag subsidy","en"
"child nutrition bill","","child nutrition bill","en"
"child nutrition bill","","child nutrition circular","en"
"child nutrition bill","","children nutrition bill","en"
"child nutrition bill","","kid nutrition bill","en"
"child nutrition bill","","minor nutrition bill","en"
"child nutrition bill","","youngster nutrition bill","en"
"costly battle","","costly battle","en"
"scientific ignorance","Science","scientific ignorance","en"
"carlos monteiro","","carlos monteiro","en"
"internationalisation","","internationalisation","en"
"sterilising food","Food Processing","sterilising food","en"
"sterilising food","Food Processing","sterilizing food","en"
"processed food addiction","","processed food addiction","en"
"swine flu vaccine","","swine flu vaccine","en"
"Decade of European Funded GMO Research Report","","Decade of European Funded GMO Research","en"
"Decade of European Funded GMO Research Report","","Decade of European Funded GMO Research Report","en"
"Decade of European Funded GMO Research Report","","GMO Research Report","en"
"Decade of European Funded GMO Research Report","","Marc Van Montagu","en"
"Decade of European Funded GMO Research Report","","Van Montagu","en"
"Decade of European Funded GMO Research Report","","Van Montagu Report","en"
"Maxibon","Brand; Nestle brand","Maxibon","en"
"Maxibon","Brand; Nestle brand","Nestle Maxibon","en"
"Maxibon","Brand; Nestle brand","Nestlé Maxibon","en"
"food custom","","food custom","en"
"Blue Riband","Brand; Nestle brand","Blue Riband","en"
"Blue Riband","Brand; Nestle brand","Nestle Blue Riband","en"
"Blue Riband","Brand; Nestle brand","Nestlé Blue Riband","en"
"repts","","repts","en"
"Violet Crumble","Brand; Nestle brand","Nestle Violet Crumble","en"
"Violet Crumble","Brand; Nestle brand","Nestlé Violet Crumble","en"
"Violet Crumble","Brand; Nestle brand","Violet Crumble","en"
"earth democracy","","earth democracy","en"
"nasty truth","","nasty truth","en"
"Zukes","Brand; Nestle brand","Nestle Zukes","en"
"Zukes","Brand; Nestle brand","Nestlé Zukes","en"
"Zukes","Brand; Nestle brand","Zukes","en"
"Nescau","Brand; Nestle brand","Nescau","en"
"Nescau","Brand; Nestle brand","Nestle Nescau","en"
"Nescau","Brand; Nestle brand","Nestlé Nescau","en"
"food culture change","","food culture change","en"
"susan linn","","susan linn","en"
"harmful snack","","harmful snack","en"
"mother rat","","mother rat","en"
"Nestlé Munchies","Brand; Nestle brand","Nestle Munchies","en"
"Nestlé Munchies","Brand; Nestle brand","Nestlé Munchies","en"
"Optifast","Brand; Nestle brand","Nestle Optifast","en"
"Optifast","Brand; Nestle brand","Nestlé Optifast","en"
"Optifast","Brand; Nestle brand","Optifast","en"
"fact about processed food","","fact about processed food","en"
"food reformer","","food reformer","en"
"lafarge","","lafarge","en"
"Nestlé Fruitful","Brand; Nestle brand","Nestle Fruitful","en"
"Nestlé Fruitful","Brand; Nestle brand","Nestlé Fruitful","en"
"ditch nestea","","ditch nestea","en"
"powder pack","","powder pack","en"
"overdevelopment","","overdevelopment","en"
"Nescafé 3 in 1","Brand; Nestle brand; nescafé","Nescafe 3 in 1","en"
"Nescafé 3 in 1","Brand; Nestle brand; nescafé","Nescafé 3 in 1","en"
"soda label","","soda label","en"
"soda label","","soda warning label","en"
"financial wealth","","financial wealth","en"
"financial wealth","","financialwealth","en"
"perishable foodstuff","","perishable foodstuff","en"
"perishable foodstuff","","perishable grocery","en"
"perishable foodstuff","","spoilable foodstuff","en"
"safety flaw","","safety flaw","en"
"Pixy Stix","Brand; Nestle brand","Nestle Pixy Stix","en"
"Pixy Stix","Brand; Nestle brand","Nestlé Pixy Stix","en"
"Pixy Stix","Brand; Nestle brand","Pixy Stix","en"
"ethanol subsidy","","ethanol subsidy","en"
"fda panel","","fda jury","en"
"fda panel","","fda panel","en"
"ge salmon","","ge salmon","en"
"non-chocolate","","non-chocolate","en"
"mice intestine","","mice bowel","en"
"mice intestine","","mice gut","en"
"mice intestine","","mice intestine","en"
"mice intestine","","mouse bowel","en"
"mice intestine","","mouse gut","en"
"mice intestine","","mouse intestine","en"
"pork checkoff","","pork checkoff","en"
"Nestlé Resource","Brand; Nestle brand","Nestle Resource","en"
"Nestlé Resource","Brand; Nestle brand","Nestlé Resource","en"
"proven safety","","proven safety","en"
"cocoa supply chain","","cocoa supply chain","en"
"fat recommendation","","fat recommendation","en"
"fat recommendation","","recommendation on saturated fat","en"
"fat recommendation","","recommendations on saturated fat","en"
"fat recommendation","","saturated fat recommendation","en"
"packaging problem","","packaging problem","en"
"packaging problem","","packaging trouble","en"
"pasture feeding","","pasture feeding","en"
"Nestlé Metamorphosis","Brand; Nestle brand","Nestle Metamorphosis","en"
"Nestlé Metamorphosis","Brand; Nestle brand","Nestlé Metamorphosis","en"
"bioremediation","","bioremediation","en"
"senator amy klobuchar","","senator amy klobuchar","en"
"terraviva","","terraviva","en"
"chronic metabolic disease","","CM disease","en"
"chronic metabolic disease","","chronic metabolic disease","en"
"Cini Minis","Brand; Nestle brand","Cini Minis","en"
"Cini Minis","Brand; Nestle brand","Nestle Cini Minis","en"
"Cini Minis","Brand; Nestle brand","Nestlé Cini Minis","en"
"nestle cherry","","nestle cherry","en"
"salmonella victim","","salmonella victim","en"
"fermentable fiber","","fermentable fiber","en"
"fermentable fiber","","fermentable fibre","en"
"wheat board","","wheat board","en"
"skin development","","development of skin","en"
"skin development","","evolution of skin","en"
"skin development","","skin development","en"
"skin development","","skin evolution","en"
"unhealthy condition","","unhealthy condition","en"
"La Cocinera","Brand; Nestle brand","La Cocinera","en"
"La Cocinera","Brand; Nestle brand","Nestle La Cocinera","en"
"La Cocinera","Brand; Nestle brand","Nestlé La Cocinera","en"
"insect resistant crop","","insect resistant crop","en"
"insect resistant crop","","insect resistant harvest","en"
"black pepper flavor","","black pepper flavor","en"
"black pepper flavor","","black pepper flavour","en"
"environmental level","","environmental level","en"
"food label debate","","food label debate","en"
"nespresso plant","","nespresso plant","en"
"secret contribution","","secret contribution","en"
"aluminum hydroxide","","aluminum hydroxide","en"
"big chem","Industry","big chem","en"
"genetically engineered pig","Food; Processed Food; PF instance (generic); GMO","GM hog","en"
"genetically engineered pig","Food; Processed Food; PF instance (generic); GMO","GM pig","en"
"genetically engineered pig","Food; Processed Food; PF instance (generic); GMO","GM pork","en"
"genetically engineered pig","Food; Processed Food; PF instance (generic); GMO","genetically engineered hog","en"
"genetically engineered pig","Food; Processed Food; PF instance (generic); GMO","genetically engineered pig","en"
"at&t","","at&t","en"
"Nestlé Icebreakers","Brand; Nestle brand","Nestle Icebreakers","en"
"Nestlé Icebreakers","Brand; Nestle brand","Nestlé Icebreakers","en"
"Resorb","Brand; Nestle brand","Nestle Resorb","en"
"Resorb","Brand; Nestle brand","Nestlé Resorb","en"
"Resorb","Brand; Nestle brand","Resorb","en"
"food refining","Food Processing","food refining","en"
"food refining","Food Processing","refining of food","en"
"Nestlé After Eight","Brand; Nestle brand","Nestle After Eight","en"
"Nestlé After Eight","Brand; Nestle brand","Nestlé After Eight","en"
"Tom Farley","Influencer; PF Influencer","Dr Farley","en"
"Tom Farley","Influencer; PF Influencer","Dr. Farley","en"
"Tom Farley","Influencer; PF Influencer","DrTomFarley","en"
"Tom Farley","Influencer; PF Influencer","Tom Farley","en"
"agricultural plant","","agricultural plant","en"
"hyperpalatable food","Food; Processed Food; PF instance (generic); junk food","hyperpalatable food","en"
"Nestlé Chunky","Brand; Nestle brand","Nestle Chunky","en"
"Nestlé Chunky","Brand; Nestle brand","Nestlé Chunky","en"
"Ristretto","Brand; Nestle brand","Nestle Ristretto","en"
"Ristretto","Brand; Nestle brand","Nestlé Ristretto","en"
"Ristretto","Brand; Nestle brand","Ristretto","en"
"adequate research","","adequate enquiry","en"
"adequate research","","adequate inquiry","en"
"adequate research","","adequate research","en"
"enormous amount of time","","enormous amount of time","en"
"ideology line","","ideology line","en"
"sensory quality","","sensory quality","en"
"stromal tumor","Disease / Condition; Cancer","stromal tumor","en"
"connection with nature","","connection with nature","en"
"Nestlé Clusters","Brand; Nestle brand","Nestle Clusters","en"
"Nestlé Clusters","Brand; Nestle brand","Nestlé Clusters","en"
"positive perception","","positive perception","en"
"Nescafé Classic","Brand; Nestle brand; nescafé","Nescafe Classic","en"
"Nescafé Classic","Brand; Nestle brand; nescafé","Nescafé Classic","en"
"Chokito","Brand; Nestle brand","Chokito","en"
"Chokito","Brand; Nestle brand","Nestle Chokito","en"
"Chokito","Brand; Nestle brand","Nestlé Chokito","en"
"Coca-cola brand","Brand; Coca-cola brand","Coca-cola brand","en"
"exposé book","","exposé book","en"
"medical fraud","","medical fraud","en"
"blight resistant potato","","blight resistant potato","en"
"tester amendment","","tester amendment","en"
"fda budget","","fda budget","en"
"Simply Double","Brand; Nestle brand","Nestle Simply Double","en"
"Simply Double","Brand; Nestle brand","Nestlé Simply Double","en"
"Simply Double","Brand; Nestle brand","Simply Double","en"
"nestle fat","","nestle fat","en"
"Moça","Brand; Nestle brand","Moça","en"
"Moça","Brand; Nestle brand","Nestle Moça","en"
"Moça","Brand; Nestle brand","Nestlé Moça","en"
"real independence","","real independence","en"
"real independence","","realindependence","en"
"traces of salmonella","","trace of salmonella","en"
"traces of salmonella","","traces of salmonella","en"
"vulnerable moment","","vulnerable moment","en"
"Alpine White","Brand; Nestle brand","Alpine White","en"
"Alpine White","Brand; Nestle brand","Nestle Alpine White","en"
"Alpine White","Brand; Nestle brand","Nestlé Alpine White","en"
"cancer research uk","","cancer research uk","en"
"toxic gmo","","toxic gmo","en"
"toxic gmo","","toxicgmo","en"
"Vidoyen","","Vidoyen","en"
"bizarre licensing deal","","bizarre licensing barter","en"
"bizarre licensing deal","","bizarre licensing deal","en"
"bizarre licensing deal","","bizarre licensing swap","en"
"bizarre licensing deal","","bizarre licensing trade","en"
"hypodermic needle","","hypodermic needle","en"
"Princessa","Brand; Nestle brand","Nestle Princessa","en"
"Princessa","Brand; Nestle brand","Nestlé Princessa","en"
"Princessa","Brand; Nestle brand","Princessa","en"
"natural food additive","","natural food additive","en"
"pig gene","","hog gene","en"
"pig gene","","pig gene","en"
"Curiously Cinnamon","Brand; Nestle brand","Curiously Cinnamon","en"
"Curiously Cinnamon","Brand; Nestle brand","Nestle Curiously Cinnamon","en"
"Curiously Cinnamon","Brand; Nestle brand","Nestlé Curiously Cinnamon","en"
"year-round availability","","year-round accessibility","en"
"year-round availability","","year-round availability","en"
"year-round availability","","year-round availableness","en"
"year-round availability","","year-round handiness","en"
"facial structure","","facial structure","en"
"british american tobacco company","Industry; Company; tobacco company","american tobacco","en"
"british american tobacco company","Industry; Company; tobacco company","british american tobacco company","en"
"italian cooky","","italian cooky","en"
"Kimo","Brand; Nestle brand","Kimo","en"
"Kimo","Brand; Nestle brand","Nestle Kimo","en"
"Kimo","Brand; Nestle brand","Nestlé Kimo","en"
"dangerous feeding","","dangerous alimentation","en"
"dangerous feeding","","dangerous eating","en"
"dangerous feeding","","dangerous feeding","en"
"sodium increase","","sodium addition","en"
"sodium increase","","sodium growth","en"
"sodium increase","","sodium increase","en"
"sodium increase","","sodium increment","en"
"Nestlé Sorbetes","Brand; Nestle brand","Nestle Sorbetes","en"
"Nestlé Sorbetes","Brand; Nestle brand","Nestlé Sorbetes","en"
"addictive flavour","","addictive flavor","en"
"addictive flavour","","addictive flavour","en"
"addictive flavour","","habit-forming flavour","en"
"blood biochemistry","","blood biochemistry","en"
"dairy junk food","Food; Processed Food; PF instance (specific)","dairy junk food","en"
"food delivery process","","food delivery process","en"
"noreen evans","","noreen evans","en"
"International Baby Food Action Network","","International Baby Food Action Network","en"
"International Baby Food Action Network","","baby food action network","en"
"International Baby Food Action Network","","infant food action network","en"
"banned by food babe","","banned by food babe","en"
"banned by food babe","","bannedbyfoodbabe","en"
"duty on food","","duty on food","en"
"gmo grass","","gmo grass","en"
"Diabetes measurement","","Diabetes assessment","en"
"Diabetes measurement","","Diabetes calculation","en"
"Diabetes measurement","","Diabetes estimation","en"
"Diabetes measurement","","Diabetes guaging","en"
"Diabetes measurement","","Diabetes measurement","en"
"Diabetes measurement","","Diabetes metering","en"
"Diabetes measurement","","Diabetes quantification","en"
"Diabetes measurement","","Glycemia assessment","en"
"Diabetes measurement","","Glycemia calculation","en"
"Diabetes measurement","","Glycemia estimation","en"
"Diabetes measurement","","Glycemia guaging","en"
"Diabetes measurement","","Glycemia measurement","en"
"Diabetes measurement","","Glycemia metering","en"
"Diabetes measurement","","Glycemia quantification","en"
"Diabetes measurement","","Glycemic assessment","en"
"Diabetes measurement","","Glycemic calculation","en"
"Diabetes measurement","","Glycemic estimation","en"
"Diabetes measurement","","Glycemic guaging","en"
"Diabetes measurement","","Glycemic measurement","en"
"Diabetes measurement","","Glycemic metering","en"
"Diabetes measurement","","Glycemic quantification","en"
"Diabetes measurement","","Glycoemia assessment","en"
"Diabetes measurement","","Glycoemia calculation","en"
"Diabetes measurement","","Glycoemia estimation","en"
"Diabetes measurement","","Glycoemia guaging","en"
"Diabetes measurement","","Glycoemia measurement","en"
"Diabetes measurement","","Glycoemia metering","en"
"Diabetes measurement","","Glycoemia quantification","en"
"Diabetes measurement","","Insulin assessment","en"
"Diabetes measurement","","Insulin calculation","en"
"Diabetes measurement","","Insulin estimation","en"
"Diabetes measurement","","Insulin guaging","en"
"Diabetes measurement","","Insulin measurement","en"
"Diabetes measurement","","Insulin metering","en"
"Diabetes measurement","","Insulin quantification","en"
"l'occitane","","l'occitane","en"
"l'occitane","","occitane","en"
"GM-fed pig","","GE hog","en"
"GM-fed pig","","GE pig","en"
"GM-fed pig","","GM-fed hog","en"
"GM-fed pig","","GM-fed pig","en"
"nestle healthcare","","nestle healthcare","en"
"scientific disagreement","Science","disagreement among scientist","en"
"scientific disagreement","Science","discrepancy among scientist","en"
"scientific disagreement","Science","dissension among scientist","en"
"scientific disagreement","Science","dissonance among scientist","en"
"scientific disagreement","Science","divergence among scientist","en"
"scientific disagreement","Science","scientific disagreement","en"
"scientific disagreement","Science","scientific discrepancy","en"
"scientific disagreement","Science","scientific dissension","en"
"scientific disagreement","Science","scientific dissonance","en"
"scientific disagreement","Science","scientific divergence","en"
"Norm Campbell","","Norm Campbell","en"
"Supligen","Brand; Nestle brand","Nestle Supligen","en"
"Supligen","Brand; Nestle brand","Nestlé Supligen","en"
"Supligen","Brand; Nestle brand","Supligen","en"
"art of random","","art of random","en"
"cyclospora case","","cyclospora case","en"
"extreme solution","","extreme solution","en"
"fast food scandal","","fast food scandal","en"
"femsa","","femsa","en"
"grounded parent","","grounded parent","en"
"grow a food","","grow a food","en"
"human invention","","human invention","en"
"paw removal","","paw removal","en"
"ag reporter","","ag newsman","en"
"ag reporter","","ag newsperson","en"
"ag reporter","","ag reporter","en"
"nestle hot cocoa","","nestle hot cocoa","en"
"safeguard clause","","safeguard clause","en"
"pork ban","","pork ban","en"
"sime darby","","sime darby","en"
"Paula Crossfield","Influencer; PF Influencer","Paula Crossfield","en"
"Paula Crossfield","Influencer; PF Influencer","civileater","en"
"early spoilage","","early spoil","en"
"early spoilage","","early spoilage","en"
"early spoilage","","early spoiling","en"
"gmo experiments","","gmo experiments","en"
"rob moodie","","rob moodie","en"
"huge upsells","","huge upsells","en"
"fight against processed food","","fight against processed food","en"
"industrial fat","","industrial fat","en"
"cocoa plantation","","cocoa plantation","en"
"beneficial species","","beneficial species","en"
"false health claim","","false health claim","en"
"bleached white flour","","bleached white flour","en"
"boycott brand","","boycott brand","en"
"relicensing","","relicensing","en"
"Thomy","Brand; Nestle brand","Nestle Thomy","en"
"Thomy","Brand; Nestle brand","Nestlé Thomy","en"
"Thomy","Brand; Nestle brand","Thomy","en"
"backcrossing","","backcrossing","en"
"nestle dark chocolate","","nestle dark chocolate","en"
"water spring","","water spring","en"
"Fussells","Brand; Nestle brand","Fussells","en"
"Fussells","Brand; Nestle brand","Nestle Fussells","en"
"Fussells","Brand; Nestle brand","Nestlé Fussells","en"
"Nestlé Spiller","Brand; Nestle brand","Nestle Spiller","en"
"Nestlé Spiller","Brand; Nestle brand","Nestlé Spiller","en"
"Nestlé sales","","Nestlé sales","en"
"dough coupon","","dough coupon","en"
"growing green award","","growing green award","en"
"jay famiglietti","","jay famiglietti","en"
"litigating foodborne illness case","","litigating foodborne illness case","en"
"nyse","","nyse","en"
"Boycott Gerber","","Boycott Gerber","en"
"Boycott Gerber","","BoycottGerber","en"
"treatment of food waste","","treatment of food waste","en"
"ddt","","ddt","en"
"luxottica","","luxottica","en"
"entire organism","","entire organism","en"
"Nestlé Chef","Brand; Nestle brand","Nestle Chef","en"
"Nestlé Chef","Brand; Nestle brand","Nestlé Chef","en"
"Nestlé Shredded Wheat","Brand; Nestle brand","Nestle Shredded Wheat","en"
"Nestlé Shredded Wheat","Brand; Nestle brand","Nestlé Shredded Wheat","en"
"Peptamen","Brand; Nestle brand","Nestle Peptamen","en"
"Peptamen","Brand; Nestle brand","Nestlé Peptamen","en"
"Peptamen","Brand; Nestle brand","Peptamen","en"
"Ricoffy","Brand; Nestle brand","Nestle Ricoffy","en"
"Ricoffy","Brand; Nestle brand","Nestlé Ricoffy","en"
"Ricoffy","Brand; Nestle brand","Ricoffy","en"
"food mktg to kid","","food mktg to child","en"
"food mktg to kid","","food mktg to children","en"
"food mktg to kid","","food mktg to kid","en"
"food mktg to kid","","food mktg to minor","en"
"food mktg to kid","","food mktg to youngster","en"
"fda label proposal","","fda label proposal","en"
"pizza war","","pizza war","en"
"pizza war","","pizza warfare","en"
"honey diet","","honey diet","en"
"honey diet","","honey dieting","en"
"internal waste","","internal waste","en"
"processed raw food","Food; Processed Food; PF instance (generic)","processed raw food","en"
"salmonella chicken","","salmonella chicken","en"
"Estrelitas","Brand; Nestle brand","Estrelitas","en"
"Estrelitas","Brand; Nestle brand","Nestle Estrelitas","en"
"Estrelitas","Brand; Nestle brand","Nestlé Estrelitas","en"
"Nestlé Heaven","Brand; Nestle brand","Nestle Heaven","en"
"Nestlé Heaven","Brand; Nestle brand","Nestlé Heaven","en"
"Peppermint Crisp","Brand; Nestle brand","Nestle Peppermint Crisp","en"
"Peppermint Crisp","Brand; Nestle brand","Nestlé Peppermint Crisp","en"
"Peppermint Crisp","Brand; Nestle brand","Peppermint Crisp","en"
"acidic blood","","acerb blood","en"
"acidic blood","","acerbic blood","en"
"acidic blood","","acid blood","en"
"acidic blood","","acidic blood","en"
"acidic blood","","acidulent blood","en"
"acidic blood","","acidulous blood","en"
"acidic blood","","caustic blood","en"
"acidic blood","","sulfurous blood","en"
"acidic blood","","sulphurous blood","en"
"flavored noodle","","flavored noodle","en"
"flavored noodle","","flavored noodle mix","en"
"happier meal","","happier meal","en"
"wendell pierce","","wendell pierce","en"
"woman farmer","","woman farmer","en"
"beneficial microflora","","beneficial microflora","en"
"high tech farming","","high tech farming","en"
"high tech farming","","hightechfarming","en"
"sandblasting","","sandblasting","en"
"Chocolate D'Onofrio","Brand; Nestle brand","Chocolate D'Onofrio","en"
"Chocolate D'Onofrio","Brand; Nestle brand","Cocoa D'Onofrio","en"
"Chocolate D'Onofrio","Brand; Nestle brand","D'Onofrio","en"
"Chocolate D'Onofrio","Brand; Nestle brand","Nestle D'Onofrio","en"
"Chocolate D'Onofrio","Brand; Nestle brand","Nestlé D'Onofrio","en"
"Chocolate D'Onofrio","Brand; Nestle brand","Onofrio","en"
"Greenplease","","Greenplease","en"
"Lollo","Brand; Nestle brand","Lollo","en"
"Lollo","Brand; Nestle brand","Nestle Lollo","en"
"Lollo","Brand; Nestle brand","Nestlé Lollo","en"
"foreign organism","","foreign organism","en"
"Jack Pizza","Brand; Nestle brand","Jack Pizza","en"
"Jack Pizza","Brand; Nestle brand","Nestle Jack Pizza","en"
"Jack Pizza","Brand; Nestle brand","Nestlé Jack Pizza","en"
"Nesfruta","Brand; Nestle brand","Nesfruta","en"
"Nesfruta","Brand; Nestle brand","Nestle Nesfruta","en"
"Nesfruta","Brand; Nestle brand","Nestlé Nesfruta","en"
"gop red meat","","gop red meat","en"
"Nutren","Brand; Nestle brand","Nestle Nutren","en"
"Nutren","Brand; Nestle brand","Nestlé Nutren","en"
"Nutren","Brand; Nestle brand","Nutren","en"
"Sjora","Brand; Nestle brand","Nestle Sjora","en"
"Sjora","Brand; Nestle brand","Nestlé Sjora","en"
"Sjora","Brand; Nestle brand","Sjora","en"
"advertisement boost","","advertisement boost","en"
"long distance transportation","","long distance transportation","en"
"nestle easter egg","","nestle easter egg","en"
"vacuum pack bag","","vacuum pack bag","en"
"Mike Brady","","Mike Brady","en"
"Mike Brady","","MikeBrady","en"
"oropharyngeal cancer","Disease / Condition; Cancer","oropharyngeal cancer","en"
"food sanitisation","Food Processing","food sanitisation","en"
"food sanitisation","Food Processing","food sanitization","en"
"food sanitisation","Food Processing","sanitisation of food","en"
"food sanitisation","Food Processing","sanitization of food","en"
"heavily modified","","heavily modified","en"
"herbicide treatment","","application of weed killer","en"
"herbicide treatment","","herbicide treatment","en"
"herbicide treatment","","weedkiller treatment","en"
"herbicide treatment","","week killer application","en"
"whole-food movement","","whole-food movement","en"
"whole-food movement","","whole-food tendency","en"
"whole-food movement","","whole-food trend","en"
"whole-food movement","","whole-food vogue","en"
"japan tobacco","Industry; Company; tobacco company","japan tobacco","en"
"bacon gate","","bacon gate","en"
"Kaposi sarcoma","Disease / Condition; Cancer","Kaposi sarcoma","en"
"beef brigade","","beef brigade","en"
"beef brigade","","beefbrigade","en"
"gmo activist","","gmo activist","en"
"gmo activist","","gmo militant","en"
"gold medal flour","","gold medal flour","en"
"nasal cancer","Disease / Condition; Cancer","nasal cancer","en"
"nasal cancer","Disease / Condition; Cancer","nasal cavity cancer","en"
"Neston","Brand; Nestle brand","Nestle Neston","en"
"Neston","Brand; Nestle brand","Nestlé Neston","en"
"Neston","Brand; Nestle brand","Neston","en"
"advances in genetic technology","","advances in genetic engineering","en"
"advances in genetic technology","","advances in genetic technology","en"
"Snowcaps","Brand; Nestle brand","Nestle Snowcaps","en"
"Snowcaps","Brand; Nestle brand","Nestlé Snowcaps","en"
"Snowcaps","Brand; Nestle brand","Snowcaps","en"
"cow health","","cow health","en"
"dubious health claim","","dubious health claim","en"
"dubious health claim","","insubstantial health claim","en"
"dubious health claim","","unfounded health claim","en"
"sugary drink portion cap","","sugary beverage portion cap","en"
"sugary drink portion cap","","sugary drink portion cap","en"
"boonestle","","boonestle","en"
"lethal consequence","","lethal consequence","en"
"energy cocoa","","energy cocoa","en"
"nestlé scientist","Science","nestlé scientist","en"
"primitive societies","","primitive societies","en"
"sinar mas","","sinar mas","en"
"Nestlé Goobers","Brand; Nestle brand","Nestle Goobers","en"
"Nestlé Goobers","Brand; Nestle brand","Nestlé Goobers","en"
"hypertension medication","","hypertension medicament","en"
"hypertension medication","","hypertension medication","en"
"hypertension medication","","hypertension medicine","en"
"marketing of breastmilk substitute","","marketing of breastmilk substitute","en"
"marketing of breastmilk substitute","","merchandising of breastmilk substitute","en"
"marketing of breastmilk substitute","","selling of breastmilk substitute","en"
"GMO hemp","","GMO hemp","en"
"GMO takeover","","GMO takeover","en"
"Suflair","Brand; Nestle brand","Nestle Suflair","en"
"Suflair","Brand; Nestle brand","Nestlé Suflair","en"
"Suflair","Brand; Nestle brand","Suflair","en"
"evergreen fresh sprout","","evergreen fresh sprout","en"
"cosmetically perfect food","Food; Processed Food; PF instance (generic)","cosmetic food","en"
"cosmetically perfect food","Food; Processed Food; PF instance (generic)","cosmetically perfect food","en"
"dabur honey","","dabur honey","en"
"dabur honey","","daburhoney","en"
"senator evans","","senator evans","en"
"senator evans","","senator noreen evans","en"
"100 Grand Bar","Brand; Nestle brand","100 Grand Bar","en"
"100 Grand Bar","Brand; Nestle brand","Nestle 100 Grand Bar","en"
"100 Grand Bar","Brand; Nestle brand","Nestlé 100 Grand Bar","en"
"honey gold flake","","Nestle honey gold flake","en"
"honey gold flake","","Nestlé honey gold flake","en"
"honey gold flake","","honey gold flake","en"
"honey gold flake","","honey gold flakes","en"
"ipccag","","IPCC Ag","en"
"ipccag","","ipccag","en"
"Hodgkin disease","Disease / Condition; Cancer","Hodgkin disease","en"
"babyfood brand alete","","Alete","en"
"babyfood brand alete","","babyfood brand alete","en"
"nestlé baby program","","nestlé baby program","en"
"JOJO","Brand; Nestle brand","JOJO","en"
"JOJO","Brand; Nestle brand","Nestle JOJO","en"
"JOJO","Brand; Nestle brand","Nestlé JOJO","en"
"allowable synthetic","","allowable synthetic","en"
"chocolate war","","chocolate war","en"
"conditioned hypereating","","conditioned hypereating","en"
"La Roche-Posay","Brand; Nestle brand","La Roche-Posay","en"
"La Roche-Posay","Brand; Nestle brand","Nestle La Roche-Posay","en"
"La Roche-Posay","Brand; Nestle brand","Nestlé La Roche-Posay","en"
"Sundy","Brand; Nestle brand","Nestle Sundy","en"
"Sundy","Brand; Nestle brand","Nestlé Sundy","en"
"Sundy","Brand; Nestle brand","Sundy","en"
"Totole","Brand; Nestle brand","Nestle Totole","en"
"Totole","Brand; Nestle brand","Nestlé Totole","en"
"Totole","Brand; Nestle brand","Totole","en"
"food from industry","","food from industry","en"
"gallbladder cancer","Disease / Condition; Cancer","gallbladder cancer","en"
"insightful thinker","","insightful thinker","en"
"milk maker fest","","milk maker fest","en"
"milk maker fest","","milk manufacturer fest","en"
"milk maker fest","","milk producer fest","en"
"poor community","","poor community","en"
"processed vegetarian food","Food; Processed Food; PF instance (generic)","processed vegetarian food","en"
"sacred seed","","sacred seed","en"
"ebola fear","","ebola fear","en"
"excessive cell growth","","excessive cell growth","en"
"laryngeal cancer","Disease / Condition; Cancer","laryngeal cancer","en"
"Nestlé Fab","Brand; Nestle brand","Nestle Fab","en"
"Nestlé Fab","Brand; Nestle brand","Nestlé Fab","en"
"anti-nutritional factor","","anti-nutritional factor","en"
"objectionable action","","negative action","en"
"objectionable action","","objectionable action","en"
"powdered coffee creamer","","powdered coffee creamer","en"
"Nescafé Cappuccino","Brand; Nestle brand; nescafé","Nescafe Cappuccino","en"
"Nescafé Cappuccino","Brand; Nestle brand; nescafé","Nescafé Cappuccino","en"
"addition of substance","","addition of substance","en"
